Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Kristian Thomsen;0
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Jannie Boysen Westergaard;1
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Partiliste;70
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Karina Lorentzen Dehnhardt;11
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Timm Bøttger;6
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Christian Mutwa Christensen;1
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Magnus Flensborg;0
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Milo Gaarde;2
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Ina Juul Jensen;2
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Jørgen Kvist;0
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Susanne Blegvad Posselt;4
1. Sønderborg;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Sofus Teislev;0
1. Sønderborg;2. Havnbjerg;H;Borgernes Parti - Lars Boje Mathiesen;Partiliste;55
1. Sønderborg;2. Havnbjerg;H;Borgernes Parti - Lars Boje Mathiesen;Nadja Natalie Isaksen;9
1. Sønderborg;2. Havnbjerg;H;Borgernes Parti - Lars Boje Mathiesen;Karsten Byrgesen;1
1. Sønderborg;2. Havnbjerg;H;Borgernes Parti - Lars Boje Mathiesen;Jørn Dohrmann;3
1. Sønderborg;2. Havnbjerg;H;Borgernes Parti - Lars Boje Mathiesen;Jan Køpke Christensen;5
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Partiliste;66
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Helena Artmann Andresen;5
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Steffen Larsen;2
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Kim Alexander Jensen;1
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Cecilie Liv Hansen;5
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Christian Jørgensen;0
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Carl Andersen;0
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Helene Lykke;0
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;John Rasmussen;0
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Christian Fini Mosegaard;0
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Troels Simonsen;0
1. Sønderborg;2. Havnbjerg;I;Liberal Alliance;Frederik Klakk;29
1. Sønderborg;2. Havnbjerg;M;Moderaterne;Partiliste;43
1. Sønderborg;2. Havnbjerg;M;Moderaterne;Henrik Frandsen;19
1. Sønderborg;2. Havnbjerg;M;Moderaterne;Frida Bruun;4
1. Sønderborg;2. Havnbjerg;M;Moderaterne;Gitte Bjerremand Andersen;0
1. Sønderborg;2. Havnbjerg;M;Moderaterne;Lone Hansen;1
1. Sønderborg;2. Havnbjerg;M;Moderaterne;Morten Hell;0
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Partiliste;101
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Peter Kofod;70
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Rune Bønnelykke;3
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Sune Nørgaard Jakobsen;0
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Per Knudsen;1
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Kim Andkjær Doberck;6
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Allan Svendsen;1
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Mads-Magnus Damm;2
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Tobias Brus Mikkelsen;4
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Rune Højer;4
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Jim Zakaria;0
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Josephine Alstrup Kofod;8
1. Sønderborg;2. Havnbjerg;O;Dansk Folkeparti;Christian Kirk;1
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Partiliste;48
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Phillip Kjær Luscombe;20
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Thomas Andresen;6
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Jesper Bierbaum;1
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Niels Henning Bladt;1
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Tilde Holch Duedahl;2
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Preben Friis-Hauge;1
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Lasse Hildingberg;0
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Tobias Jørgensen;1
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Stephanie Lose;95
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Anni Matthiesen;3
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Christoffer Aagaard Melson;0
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Troels Overgaard;7
1. Sønderborg;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Klaus Sandfeld;2
1. Sønderborg;2. Havnbjerg;Æ;Danmarksdemokraterne - Inger Støjberg;Partiliste;134
